label,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.9701755214643457,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.9701755214643457,10.0,24.0,3.9701755214643457,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.1053885422075345,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,26.0,3.536414237122231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,26.0,3.536414237122231,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,11.0,0.0,0.0,26.0,3.536414237122231,1.0,26.0,3.536414237122231,5.0,281.0,27.0,3.7080481500712317,0.0,0.0,0.0,0.0,0.0
1,1.0,5.0,0.0,0.0,26.0,3.536414237122231,28.0,26.0,3.536414237122231,5.0,242.0,27.0,3.7080481500712317,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,21.0,3.4992275417233567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0.0,0.0,21.0,3.4992275417233567,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,21.0,3.4992275417233567,1.0,21.0,3.4992275417233567,1.0,17111.0,15.0,2.923231428797621,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0.0,0.0,21.0,3.4992275417233567,28.0,21.0,3.4992275417233567,28.0,11833.0,17.0,2.4863286677871854,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.1053885422075345,10.0,24.0,4.1053885422075345,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.8868421881310122,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.8868421881310122,10.0,24.0,3.8868421881310122,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.938721875540868,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,4.022055208874201,10.0,24.0,4.022055208874201,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,3.9701755214643457,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.938721875540868,10.0,24.0,3.938721875540868,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
1,1.0,1.0,0.0,0.0,24.0,3.9701755214643457,10.0,24.0,3.9701755214643457,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,1.0,0.0,24.0,4.022055208874201,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,41.0,0.0,0.0
